# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/examples/opl-env	examples/opl-env/ui/opl.css	78	@theme light {	 * indistinguishable from the screenshot. */	  --bg-page: #f4f6fa;
_facts/examples/opl-env	tools/check-blobs.sh	28	known_flags() {	# them are readable as a group rather than hunted for across files.	    case "$1" in
_facts/examples/opl-env	tools/check-example-figures.py	1	#!/usr/bin/env python3		"""Diff a shipped example's documented figures against its actual blob.
_facts/examples/opl-env	tools/check-example-figures.py	46	# 392 KiB footprint that P3b-6 had moved to 336, a Phase 2 record three	# read to decide what to build next. In one day it was found carrying a	# figures out of date, and a slot count of 127 against a blob holding
_facts/examples/opl-env	tools/check-example-figures.py	111	    act = dict(act)	    text = open(path, encoding="utf-8").read()	    act["vram_kib"] = (
_facts/getting-started/installation	.github/workflows/registry.yml	148	          python3 -m pip install ophtml	        run: |	          npm install -g @ophtml/layout
_facts/getting-started/installation	packages/baker/ps2ui_bake/fontgen.py	103	def _raqm_remedy():		    """What to actually do about it, on the platform you are on.
_facts/getting-started/installation	packages/baker/ps2ui_bake/fontgen.py	272	    if not features.check("raqm"):	    # no metrics file.	        print("ps2ui-fontgen: this Pillow has no Raqm layout engine, so "
_facts/getting-started/installation	packages/baker/ps2ui_bake/ps2ui.py	36	def layout_command():		    """How to invoke ps2ui-layout, or a message saying how to get it."""
_facts/getting-started/installation	packages/baker/ps2ui_bake/vendor.py	238	    print("runtime source: %s (%s)" % (src, label))		
_facts/getting-started/installation	packages/baker/pyproject.toml	11	requires-python = ">=3.9"	license = { text = "MIT" }	dependencies = ["Pillow>=9"]
_facts/getting-started/installation	packages/baker/pyproject.toml	17	[project.scripts]		# One front door over a toolchain that had three. The three below stay:
_facts/getting-started/installation	packages/layout/package.json	11	  "bin": {	  "type": "module",	    "ps2ui-layout": "bin/ps2ui-layout.js",
_facts/getting-started/installation	packages/layout/package.json	22	    "node": ">=18"	  "engines": {	  },
_facts/getting-started/quickstart	packages/baker/ps2ui_bake/project.py	39	DEFAULTS = {	# ignored key is a setting the author believes is in effect.	    "screens": None,          # required
_facts/getting-started/tutorial-game-browser	runtime/sample/main.c	1673	    rc = ps2ui_load(&ui, ui_uib, size_ui_uib, arena, sizeof arena);		    if (rc != PS2UI_OK) {
_facts/getting-started/tutorial-game-browser	runtime/sample/main.c	2765	        ps2ui_render(&ui, gs);	#else	#endif
_facts/project/changelog	CHANGELOG.md	17	### Added		
_facts/project/changelog	CHANGELOG.md	19	- **Hard caps on what an untrusted theme may ask the compilers for.** A		  theme is a file somebody else wrote, and the compilers accepted
_facts/project/changelog	CHANGELOG.md	69	### Fixed		
_facts/project/changelog	CHANGELOG.md	71	- **A raised VRAM budget bought room for a framebuffer, which no budget		  can.** `--vram-budget` exists to let a project declare the texture
_facts/project/changelog	CHANGELOG.md	1214	## 0.5.0 — 2026-09-06		
_facts/project/changelog	CHANGELOG.md	1217	- **`ps2ui vendor-runtime`, and the C runtime inside the wheel.**	### Added	  `pip install ophtml` gave you the whole authoring path and then the
_facts/project/changelog	CHANGELOG.md	1252	`.uib` format **version 7**, unchanged from the release below.		Zero format moves have landed since 0.4.0, which is what a section
_facts/project/changelog	CHANGELOG.md	1264	## 0.4.0 — 2026-09-06		
_facts/project/changelog	CHANGELOG.md	1266	`.uib` format **version 7**, unchanged from the release below.		Zero format moves have landed since 0.3.0, which is what a section
_facts/project/changelog	CHANGELOG.md	1279	- **The `.uib` format stability pledge, made at v7.** v7 is the last	### Added	  incompatible layout: additions go in feature bits rather than strides,
_facts/project/changelog	CHANGELOG.md	1290	- `fonts/vendor/` carries the default DejaVu faces under their own	  because a break landed inside the phase meant to end them.	  licence, so a checkout builds without a system font. They sit **last**
_facts/project/changelog	CHANGELOG.md	1354	## 0.3.0 — 2026-09-04		
_facts/project/changelog	CHANGELOG.md	1356	`.uib` format **version 7**. v3 through v6 files are rejected; re-bake.		Four format moves have landed since 0.2.0 — v4 display aspect, v5
_facts/project/changelog	CHANGELOG.md	1368	**This is the first tagged release this repository has ever had.**		There is no 0.2.0 tag and there never was one — 0.2.0 was a number in
_facts/project/internals	docs/PLAN.md	1	# ps2ui Foundation Plan		
_facts/project/internals	docs/architecture.md	1	# ps2ui — architecture and decisions		
_facts/project/internals	docs/bench-phase1.md	1	# Bench runbook — Phase 1, the streaming sitting		
_facts/project/internals	docs/bench-phase2.md	1	# Bench runbook — Phase 2, the OPL-class environment		
_facts/project/internals	docs/bench-runbook.md	1	# Bench runbook — Phase 0, steps 3 to 9		
_facts/project/internals	docs/bringup.md	1	# Hardware bring-up checklist		
_facts/project/internals	docs/bringup.md	13	## Hardware log		
_facts/project/internals	docs/design-bringup-3-to-9.md	1	# Bench instrument for bring-up steps 3–9		
_facts/project/internals	docs/design-p3b-theming.md	1	# Design: theming		
_facts/project/internals	docs/design-v6-resource-model.md	1	# Design: the v6 resource model		
_facts/project/internals	docs/findings.md	1	<!-- GENERATED by tools/check-findings.py --render. Do not edit:		     edit docs/findings.yaml, which is what CI checks. -->
_facts/project/internals	docs/method.md	1	# How this project tests itself, and the ways it has failed to		
_facts/project/internals	docs/method.md	21	### 1. The guard that skips		
_facts/project/internals	docs/method.md	110	### 2. The check sourced from what it checks		
_facts/project/internals	docs/method.md	134	### 3. The instrument blind to its own hypothesis		
_facts/project/internals	docs/method.md	156	### 4. The fixture where two quantities coincide		
_facts/project/internals	docs/method.md	183	### 5. The check that never executed		
_facts/project/internals	docs/method.md	216	### 6. Written down instead of tested		
_facts/project/internals	docs/method.md	245	### 7. The rule whose coverage is narrower than its purpose		
_facts/project/internals	docs/releasing.md	1	# Releasing		
_facts/project/internals	docs/site/authoring/theming.md	15	## What it is		
_facts/project/internals	docs/site/authoring/theming.md	27	The reasoning behind role keying is in the design document listed on [Internals](page:project/internals).		
_facts/project/internals	docs/site/authoring/theming.md	244	| [Internals](page:project/internals) | The theming design document |	| [.uib](page:reference/uib-format#tint-entry) | The tint table and the feature bit |	
_facts/project/internals	docs/site/reference/uib-format.md	343	### The pledge		
_facts/project/internals	docs/site/runtime/first-boot.md	44	## Steps 1-10		
_facts/project/internals	docs/site/runtime/first-boot.md	98	The fixes each fault above produced, and the bench readings that found them, are in [Internals](page:project/internals).		
_facts/project/internals	docs/site/runtime/first-boot.md	107	| [VRAM budget](page:authoring/vram-budget#behaviour) | the preflight step 9 is testing, and the breakdown a rebake needs |	| [Video modes](page:authoring/video-modes#anamorphic-pixels) | why step 10 measures the panel and never the blob |	| [Internals](page:project/internals) | the hardware log, and the reasoning behind each fix it found |
_facts/project/internals	docs/site/runtime/frame-loop.md	76	### Sizing the arena		
_facts/project/internals	tools/check-findings.py	2	"""Enforce the findings graph in docs/findings.yaml.	#!/usr/bin/env python3	
_facts/project/security-and-license	.github/workflows/ci.yml	9	permissions:	# The workflows only read the repo; never grant the default write token.	  contents: read
_facts/project/security-and-license	.github/workflows/ci.yml	23	    runs-on: ubuntu-24.04	    # apart on what "the CI machine" means.	    steps:
_facts/project/security-and-license	.github/workflows/hw.yml	31	permissions:		  contents: read
_facts/project/security-and-license	.github/workflows/hw.yml	51	    runs-on: ubuntu-24.04	  bake:	    steps:
_facts/project/security-and-license	.github/workflows/hw.yml	188	    runs-on: ubuntu-24.04	    needs: bake	    container: ghcr.io/ps2dev/ps2dev:latest
_facts/project/security-and-license	.github/workflows/hw.yml	742	    runs-on: ubuntu-24.04	    needs: [bake, elf]	    # No continue-on-error, deliberately. The probation this job shipped
_facts/project/security-and-license	.github/workflows/registry.yml	36	permissions:		  contents: read
_facts/project/security-and-license	.github/workflows/registry.yml	55	    runs-on: ${{ matrix.os }}	        os: [ubuntu-24.04, macos-14]	    steps:
_facts/project/security-and-license	.github/workflows/registry.yml	190	    runs-on: macos-14	    name: the documented macOS failure is still the failure	    steps:
_facts/project/security-and-license	SECURITY.md	5	Report vulnerabilities privately via GitHub's "Report a vulnerability"		(Security tab) on this repository rather than a public issue.
_facts/project/security-and-license	SECURITY.md	10	- **The C runtime parses `.uib` files.** `ps2ui_load` validates every		  offset, count, cross-reference and string terminator before the
_facts/project/security-and-license	SECURITY.md	15	- **The build tools run on your machine.** `ps2ui-layout` and	  planned (backlog S2).	  `ps2ui-bake` read HTML/CSS/IR you point them at. Resource-exhaustion
_facts/project/security-and-license	fonts/vendor/LICENSE.txt	1	Format: https://www.debian.org/doc/packaging-manuals/copyright-format/1.0/		Upstream-Name: DejaVu fonts
_facts/project/security-and-license	packages/baker/pyproject.toml	10	license = { text = "MIT" }	readme = "README.md"	requires-python = ">=3.9"
_facts/project/security-and-license	packages/layout/package.json	9	  "license": "MIT",	  "description": "Compiles HTML + CSS into the ps2ui intermediate representation (ui.json). Zero runtime dependencies.",	  "type": "module",
_facts/project/security-and-license	runtime/ps2ui.c	256	    uint32_t i;	    arena_layout L;	    memset(ctx, 0, sizeof *ctx);
_facts/project/security-and-license	runtime/vendor/README.md	1	# Vendored gsKit headers		
_facts/project/security-and-license	runtime/vendor/gsKit/dmaCore.h	6	// Licenced under Academic Free License version 2.0	// Copyright 2004 - Chris "Neovanglist" Gilbert <Neovanglist@LainOS.org>	// Review gsKit README & LICENSE files for further details.
_facts/reference/compatibility	.github/workflows/hw.yml	47	  # re-measure the band. ghcr.io/ps2dev/ps2dev:latest stays deliberately	  # the calibration comment on the gated diff step and expect to	  # UNpinned: the TFX compile probe exists to notice gsKit changing, and
_facts/reference/compatibility	packages/baker/ps2ui_bake/__init__.py	39	__version__ = "0.8.0.dev0"	# until the first real release was on PyPI.	
_facts/reference/compatibility	packages/baker/ps2ui_bake/vendor.py	15	the tree. Handing out a runtime fetched from anywhere else reintroduces	and check-versions.py holds the two together in the tree -- but only in	exactly the skew that fence exists to prevent, and it would do it at the
_facts/reference/compatibility	packages/baker/pyproject.toml	11	requires-python = ">=3.9"	license = { text = "MIT" }	dependencies = ["Pillow>=9"]
_facts/reference/compatibility	packages/layout/package.json	3	  "version": "0.8.0-dev.0",	  "name": "@ophtml/layout",	  "publishConfig": {
_facts/reference/compatibility	packages/layout/package.json	4	  "publishConfig": {	  "version": "0.8.0-dev.0",	    "access": "public",
_facts/reference/compatibility	packages/layout/package.json	22	    "node": ">=18"	  "engines": {	  },
_facts/reference/compatibility	packages/layout/src/index.js	50	export const IR_VERSION = 1;		
_facts/reference/compatibility	runtime/Makefile	4	CC      ?= cc		CFLAGS  ?= -std=c99 -Wall -Wextra -Werror -O2
_facts/reference/compatibility	runtime/ps2ui.c	173	    if (h->magic != PS2UI_MAGIC || h->version != PS2UI_VERSION)	        return 0;	        return 0;
_facts/reference/compatibility	runtime/ps2ui.c	267	    if (ctx->hdr->version != PS2UI_VERSION)	        return PS2UI_ERR_MAGIC;	        return PS2UI_ERR_VERSION;
_facts/reference/compatibility	runtime/ps2ui.h	37	#define PS2UI_VERSION 7	#define PS2UI_MAGIC   0x31424955u /* "UIB1" */	
_facts/reference/compatibility	runtime/ps2ui.h	427	#define PS2UI_ERR_VERSION    -3	#define PS2UI_ERR_MAGIC      -2	#define PS2UI_ERR_BOUNDS     -4
_facts/reference/compatibility	runtime/vendor/README.md	3	`gsKit/` contains verbatim copies of the public headers from		[ps2dev/gsKit](https://github.com/ps2dev/gsKit) at commit
_facts/reference/diagnostics	packages/baker/ps2ui_bake/caps.py	83	    if records is not None:		        # >= because the runtime's guard is `depth + 1 >= MAX`, so the
_facts/reference/diagnostics	packages/baker/ps2ui_bake/check.py	730	    try:		        uib = read_uib(args.uib)
_facts/reference/diagnostics	packages/baker/ps2ui_bake/check.py	734	        return 2	        print(f"ps2ui-check: {exc}", file=sys.stderr)	
_facts/reference/diagnostics	packages/baker/ps2ui_bake/check.py	749	    failed = rep.errors + (rep.warnings if args.strict else 0)		    verdict = "PASS" if failed == 0 else "FAIL"
_facts/reference/diagnostics	packages/baker/ps2ui_bake/cli.py	184	            print(f"error: {path}: IR version {ir.get('version')}, expected 1",	        if ir.get("version") != 1:	                  file=sys.stderr)
_facts/reference/diagnostics	packages/baker/ps2ui_bake/cli.py	228	        print(f"ps2ui-bake: {exc}", file=sys.stderr)	        # line they can act on.	        return 1
_facts/reference/diagnostics	packages/baker/ps2ui_bake/cli.py	267	    if cap_errors:	              f"their clip and could never draw", file=sys.stderr)	        for e in cap_errors:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/fontgen.py	57	    feat = _shaping()	    """	    if feat is None:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/fontgen.py	272	    if not features.check("raqm"):	    # no metrics file.	        print("ps2ui-fontgen: this Pillow has no Raqm layout engine, so "
_facts/reference/diagnostics	packages/baker/ps2ui_bake/fontgen.py	277	    if len(argv) < 4:	        return 2	        print(
_facts/reference/diagnostics	packages/baker/ps2ui_bake/preview.py	38	        if raw is None:	        raw = (fills or {}).get(tex.name)	            return None
_facts/reference/diagnostics	packages/baker/ps2ui_bake/preview.py	60	        lut_a = bytes(gs_alpha_to_css(min(clut[i * 4 + 3], 128)) for i in range(256))	        lut_b = bytes(clut[i * 4 + 2] for i in range(256))	        idx = Image.frombytes("L", (tex.width, tex.height), tex.data)
_facts/reference/diagnostics	packages/baker/ps2ui_bake/preview.py	118	    if isinstance(screen, str):	def _screen_index(uib: UibFile, screen) -> int:	        for i, sc in enumerate(uib.screens):
_facts/reference/diagnostics	packages/baker/ps2ui_bake/preview.py	236	            canvas.alpha_composite(src, (c[0], c[1]))	                                c[0] - dx + c[2], c[1] - dy + c[3]))	            continue
_facts/reference/diagnostics	packages/baker/ps2ui_bake/project.py	126	    def _screen(self, spec, index):		        if isinstance(spec, str):
_facts/reference/diagnostics	packages/baker/ps2ui_bake/project.py	204	    # blob. Treating `-o` as "the blob moves, everything else stays"	    # A SECOND BUILD OF ONE PROJECT MOVES ITS WHOLE BUILD, not just the	    # made channel6's 16:9 build overwrite the 4:3 build's intermediate
_facts/reference/diagnostics	packages/baker/ps2ui_bake/ps2ui.py	550	    d.set_defaults(fn=cmd_dev)	                   help="build once and exit, rather than watching")	
_facts/reference/diagnostics	packages/baker/ps2ui_bake/quads.py	453	        the point of a name. At different sizes they cannot: the	        Two elements naming the same slot share one texture, which is	        reservation is one number and the app is told one number, so
_facts/reference/diagnostics	packages/baker/ps2ui_bake/quads.py	628	                    raise ValueError(f"unknown IR command op: {op}")	                else:	            self.dropped += self._trim_dead_geometry(cmd_first, canvas)
_facts/reference/diagnostics	packages/baker/ps2ui_bake/rounding.py	52	    if not 0 <= v255 <= 255:	    """	        raise ValueError(f"channel {v255} outside 0..255")
_facts/reference/diagnostics	packages/baker/ps2ui_bake/rounding.py	64	    """Inverse mapping, used only by the previewer."""	def gs_alpha_to_css(a128: int) -> int:	    if not 0 <= a128 <= 128:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/serve.py	718	        result = srv.rebuild()	        srv = Server(pipeline=BuildPipeline(proj))	        if srv.uib is None:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/serve.py	835	    except ProjectError as exc:	        srv = build_server(args)	        print("ps2ui serve: %s" % exc, file=sys.stderr)
_facts/reference/diagnostics	packages/baker/ps2ui_bake/uib.py	209	        out = tuple(tuple(int(v) & 0xFF for v in c) for c in themes)	            return (base,) * n_theme	        if len(out) != n_theme:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/uib.py	262	            # n_tint is a u16, so 65535 entries is the ceiling and the	            i = len(tint_entries)	            # highest reachable index is 65534. A UI with more distinct
_facts/reference/diagnostics	packages/baker/ps2ui_bake/uib.py	489	def read_uib(path) -> UibFile:		    with open(path, "rb") as fh:
_facts/reference/diagnostics	packages/baker/ps2ui_bake/vendor.py	131	            drifted = _differ(_PACKAGED, _CHECKOUT)	        if packaged:	            if drifted:
_facts/reference/diagnostics	packages/layout/bin/ps2ui-dev.js	22	function usage(code) {		  console.error('usage: ps2ui-dev <page.html> <page.css> -o <outdir> '
_facts/reference/diagnostics	packages/layout/bin/ps2ui-dev.js	96	  // options.minFontSize and options.strict, which compile() never	  // THE LINTER READS options.lint AND NOTHING ELSE. This used to set	  // reads, so both flags were accepted and inert: `ps2ui dev` on
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	21	function usage(code) {		  console.error('usage: ps2ui-layout <page.html> <page.css> -o <ui.json> '
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	94	if (aspectArg) options.displayAspect = parseAspect(aspectArg); // beats --mode	}	if (minFontSize !== null) {
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	96	  if (!Number.isFinite(minFontSize) || minFontSize <= 0) {	if (minFontSize !== null) {	    console.error('ps2ui-layout: --min-font-size takes a positive integer');
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	110	try {		  const ir = compileFiles(positional[0], positional[1], options);
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	113	  // MAKE THE OUTPUT DIRECTORY. `-o build/ui.json` into a tree with no	  for (const w of ir.warnings) console.warn(`warning: ${w}`);	  // build/ failed with a bare ENOENT naming the OUTPUT path, which
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	128	  if (strict && ir.warnings.length > 0) {	  console.error(`ps2ui-layout: ${quads} paint commands, ${ir.focus.nodes.length} focusables -> ${out}`);	    console.error(`ps2ui-layout: --strict: ${ir.warnings.length} warning(s)`);
_facts/reference/diagnostics	packages/layout/bin/ps2ui-layout.js	133	  // One `error: ` line per failure: `err.cssErrors` is the whole list	} catch (err) {	  // when a CSS pass collected several (F37a), and a single error prints
_facts/reference/diagnostics	packages/layout/src/aspect.js	19	export function parseAspect(text) {	/** Parse "16:9" or "4:3" into [num, den]. Throws on anything else. */	  const m = /^(\\d+):(\\d+)$/.exec(String(text).trim());
_facts/reference/diagnostics	packages/layout/src/box.js	238	      if (texSlot.trim() !== texSlot || !texSlot) {	      // of ambiguity every other check on this element rejects.	        throw new Error(
_facts/reference/diagnostics	packages/layout/src/css.js	535	      const col = parseColor(d.value);	      }	      if (!col) {
_facts/reference/diagnostics	packages/layout/src/css.js	639	function lengthOrThrow(value, prop, line) {		  const l = parseLength(value);
_facts/reference/diagnostics	packages/layout/src/css.js	831	    case 'margin': {	    }	      const parts = expandBox(splitSpaces(value).map((v) => pxOrThrow(v, prop, line)));
_facts/reference/diagnostics	packages/layout/src/css.js	867	    case 'border-width': style.borderWidth = px(); return true;	    }	    case 'border-color': {
_facts/reference/diagnostics	packages/layout/src/css.js	913	    case 'opacity': {	      style.overflow = value; return true;	      const v = parseFloat(value);
_facts/reference/diagnostics	packages/layout/src/focus.js	41	      case 'right': progress = dx > 0; perp = Math.abs(dy); inBeam = overlap1D(from.y, from.y + from.height, cand.y, cand.y + cand.height); break;	    switch (dir) {	      case 'left': progress = dx < 0; perp = Math.abs(dy); inBeam = overlap1D(from.y, from.y + from.height, cand.y, cand.y + cand.height); break;
_facts/reference/diagnostics	packages/layout/src/focus.js	117	    for (const dir of DIRS) {	    };	      let target = findTarget(box, list, dir);
_facts/reference/diagnostics	packages/layout/src/index.js	97	      manifest = JSON.parse(readFileSync(path, 'utf8'));	    try {	    } catch (e) {
_facts/reference/diagnostics	packages/layout/src/paint.js	43	    if (themes.length !== nThemes) {	  if (themes) {	      throw new Error(`layout: internal: ${what} has ${themes.length} theme `
_facts/reference/diagnostics	runtime/ps2ui.h	424	#define PS2UI_OK              0	/* Errors returned by ps2ui_load. */	#define PS2UI_ERR_TRUNCATED  -1
_facts/reference/ir-format	docs/format-ir.md	9	All colors are `[r, g, b, a]` with every channel **0–255** — the CSS	All coordinates are CSS pixels on the fixed canvas, origin top-left.	domain. The GS 0–128 alpha domain is the baker's business, never the
_facts/reference/ir-format	packages/baker/ps2ui_bake/cli.py	183	        if ir.get("version") != 1:	            ir = json.load(fh)	            print(f"error: {path}: IR version {ir.get('version')}, expected 1",
_facts/reference/ir-format	packages/baker/ps2ui_bake/cli.py	187	        name = os.path.splitext(os.path.basename(path))[0]	            return 1	        if any(n == name for n, _ in named_irs):
_facts/reference/ir-format	packages/baker/ps2ui_bake/cli.py	192	        for w in ir.get("warnings", []):	            return 1	            print(f"warning (layout {name}): {w}", file=sys.stderr)
_facts/reference/ir-format	packages/baker/ps2ui_bake/cli.py	310	        args.out, ir["canvas"], flat.records, flat.textures, flat.cluts,	    write_uib(	        flat.focus_nodes, initial, flat.fonts, flat.slots, flat.screens,
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	40	_STATE_NAMES = {"always": STATE_ALWAYS, "unfocused": STATE_UNFOCUSED, "focused": STATE_FOCUSED}	STATE_FOCUSED = 2	
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	61	    # The var() name behind this record's colour, or None when the	    v1: int = 0	    # author wrote a literal. It is what the tint table keys on: a role
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	147	    def _focus_of(self, cmd) -> int:		        fid = cmd.get("focusId")
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	216	        keep = bool(cmd.get("keep"))	        focus = self._focus_of(cmd)	        x, y, w, h = cmd["x"], cmd["y"], cmd["w"], cmd["h"]
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	237	                (COVERAGE_FILL, fill, cmd.get("fillVar"),	            layers = (	                 cmd.get("fillThemes")),
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	267	                keep=keep, var=cmd.get("fillVar"),	                OP_QUAD, state, focus, x, y, w, h, self._gs_color(fill),	                rgba_themes=self._gs_vec(self._gs_color, cmd.get("fillThemes")),
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	276	            bvar = cmd.get("borderColorVar")	            # them into whichever the theme moved first.	            cvec = self._gs_vec(self._gs_color, cmd.get("borderColorThemes"))
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	474	    def _flatten_image(self, cmd):		        state = _STATE_NAMES[cmd["state"]]
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	507	        tint_var = cmd.get("colorVar")	        tint = self._gs_modulate_color(cmd["color"])	        tint_vec = self._gs_vec(self._gs_modulate_color, cmd.get("colorThemes"))
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	594	            base = len(self.focus_nodes)	            self.ir = ir	            self.focus_index = {
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	609	            for cmd in ir["commands"]:	            slot_first = len(self.slots)	                op = cmd["op"]
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	654	        seen = {}	        # first thing that wants the same field on all six.	        for scr in self.screens:
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	714	            self.slots.append({	                font_index[key] = len(self.fonts) - 1	                "name": sl["name"],
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	722	                # Not clamped. This was min(capacity, 95) -- 95 being	                "ellipsis": bool(sl["ellipsis"]),	                # PS2UI_SLOT_BUFSZ - 1, the runtime's old fixed per-slot
_facts/reference/ir-format	packages/baker/ps2ui_bake/quads.py	735	                "color_base_var": sl.get("colorBaseVar"),	                "color_focus": self._gs_modulate_color(sl["colorFocus"]),	                "color_focus_var": sl.get("colorFocusVar"),
_facts/reference/ir-format	packages/layout/src/aspect.js	33	export function pixelAspect(canvasW, canvasH, [num, den]) {	/** Pixel aspect ratio: >1 means pixels draw wider than they are tall. */	  return (num / den) / (canvasW / canvasH);
_facts/reference/ir-format	packages/layout/src/aspect.js	42	export function displaySize(canvasW, canvasH, [num, den]) {	 */	  return { w: Math.round(canvasH * (num / den)), h: canvasH };
_facts/reference/ir-format	packages/layout/src/box.js	185	  box.keep = 'data-keep' in el.attrs;	  // not being applied.	
_facts/reference/ir-format	packages/layout/src/box.js	201	  box.nocontrast = 'data-nocontrast' in el.attrs;	  // one has to be argued for each time.	  if ('data-slot' in el.attrs) {
_facts/reference/ir-format	packages/layout/src/box.js	220	      capacity: parseInt(el.attrs['data-slot-capacity'] ?? '63', 10),	      name,	    };
_facts/reference/ir-format	packages/layout/src/css.js	937	export function computeStyle(el, sheet, parentStyle, parentFocusInherit,	 */	                             warnings, errors = null) {
_facts/reference/ir-format	packages/layout/src/css.js	953	  // Deduplicated on the message, like the :focus warning below: one	  //	  // rule over twenty elements is one mistake, not twenty.
_facts/reference/ir-format	packages/layout/src/css.js	959	    } catch (e) {	      fn();	      if (!String(e.message).startsWith('css: ')) throw e;
_facts/reference/ir-format	packages/layout/src/focus.js	109	export function solveFocusGraph(focusables, options = {}) {	 */	  const list = [...focusables.values()];
_facts/reference/ir-format	packages/layout/src/focus.js	110	  const list = [...focusables.values()];	export function solveFocusGraph(focusables, options = {}) {	  const nodes = list.map((box) => {
_facts/reference/ir-format	packages/layout/src/index.js	50	export const IR_VERSION = 1;		
_facts/reference/ir-format	packages/layout/src/index.js	156	  const canvasW = options.canvasW ?? 640;	export function compile(htmlSrc, cssSrc, options = {}) {	  const canvasH = options.canvasH ?? 448;
_facts/reference/ir-format	packages/layout/src/index.js	170	  const warnings = [];	        : FontContext.fromDir(options.fontDir));	
_facts/reference/ir-format	packages/layout/src/index.js	194	  // can fail in its own right -- a container with no children, a	  // built from here down is the one the author did not ask for, and it	  // percentage against nothing. When it does, the CSS errors are the
_facts/reference/ir-format	packages/layout/src/index.js	231	  const themeNames = sheet.themeNames ?? ['root'];		  const { commands, focusables, slots, forLint } = buildDisplayList(
_facts/reference/ir-format	packages/layout/src/index.js	250	  // reported n_theme times, which teaches people to skim the list --	  // byte-identical strings in every row and would otherwise be	  // the same argument data-nocontrast makes in lint.js. The colour
_facts/reference/ir-format	packages/layout/src/index.js	264	  // theme. Rounding to two decimals widens it well past the symmetric	  // Both fail at 1.07:1, one message, and nothing names the light	  // case -- any two pairs landing on the same 2dp ratio collapse.
_facts/reference/ir-format	packages/layout/src/index.js	283	        if (seen.has(line)) continue;	      if (!COLOUR_LINTS.has(l.rule)) {	        seen.add(line);
_facts/reference/ir-format	packages/layout/src/index.js	290	  return {		    version: IR_VERSION,
_facts/reference/ir-format	packages/layout/src/index.js	292	    canvas: {	    version: IR_VERSION,	      w: canvasW,
_facts/reference/ir-format	packages/layout/src/index.js	301	    fonts: {	    },	      regular: { family: fonts.regular.family, weight: fonts.regular.weight },
_facts/reference/ir-format	packages/layout/src/paint.js	7	//   state:   'always' | 'unfocused' | 'focused'	//	//   focusId: the focus scope it belongs to (null outside scopes)
_facts/reference/ir-format	packages/layout/src/paint.js	30	function foldAlpha(vec, opacity) {	// path here that names a row.	  if (!vec) return null;
_facts/reference/ir-format	packages/layout/src/paint.js	59	function paintOfBox(box, style, nThemes) {		  // The paint-relevant attributes of an element box under a given style,
_facts/reference/ir-format	packages/layout/src/paint.js	75	  const fill = fillVec ? fillVec[0] : null;	    style.opacity);	  let borderVec = style.borderWidth > 0
_facts/reference/ir-format	packages/layout/src/paint.js	82	  const borderColor = borderVec ? borderVec[0] : null;	  if (borderVec && borderVec[0][3] === 0) borderVec = null;	  const live = fill && fill[3] > 0 ? fill : null;
_facts/reference/ir-format	packages/layout/src/paint.js	105	    color: vec[0],	  return {	    colorThemes: vec,
_facts/reference/ir-format	packages/layout/src/paint.js	112	function samePaint(a, b) {		  return JSON.stringify(a) === JSON.stringify(b);
_facts/reference/ir-format	packages/layout/src/paint.js	116	function emitRect(cmds, box, paint, state) {		  if (!paint.fill && !(paint.borderWidth > 0 && paint.borderColor)) return;
_facts/reference/ir-format	packages/layout/src/paint.js	117	  if (!paint.fill && !(paint.borderWidth > 0 && paint.borderColor)) return;	function emitRect(cmds, box, paint, state) {	  cmds.push({
_facts/reference/ir-format	packages/layout/src/paint.js	119	    op: 'rect',	  cmds.push({	    x: box.x, y: box.y, w: box.width, h: box.height,
